length_context,length_question,length_entities,entity_num,correct
1107,17,22,0,1
617,14,22,8,0
666,12,29,2,1
810,18,18,2,1
481,12,16,100,0
578,12,16,1,1
207,18,13,9,0
155,6,16,12,1
536,13,19,0,1
328,8,14,24,0
1501,18,30,208,0
489,12,17,22,0
901,18,16,19,1
279,10,28,16,0
400,11,25,47,0
143,13,9,3,0
274,10,19,9,1
422,13,17,11,1
1000,18,24,28,0
1823,17,69,5,0
89,6,8,2,0
287,11,24,19,0
655,11,32,0,1
1183,16,17,155,0
481,11,16,0,1
518,11,12,3,1
381,14,17,19,0
787,12,28,32,0
1021,24,23,59,0
710,16,15,2,1
1070,13,46,3,0
433,4,18,3,0
506,13,15,5,1
1082,9,21,6,1
538,11,37,6,1
226,18,14,7,0
703,9,18,106,0
1107,20,22,0,1
1106,27,28,30,0
212,10,19,18,0
1989,19,53,16,0
233,15,10,5,1
277,13,17,5,0
274,9,10,23,0
1080,17,15,2,1
1183,14,34,36,0
655,21,32,3,1
398,14,19,9,1
303,13,8,18,0
1014,13,20,5,0
539,11,14,6,1
1007,13,16,0,1
302,10,9,4,1
336,8,10,8,1
412,8,15,8,1
423,12,24,1,1
405,10,29,0,0
1076,12,21,16,1
639,11,23,18,0
1121,18,28,27,0
324,11,13,7,0
1234,6,36,6,1
332,13,15,7,0
587,10,23,1,1
744,12,37,1,0
881,9,19,44,0
368,11,15,4,1
357,13,42,3,1
708,11,33,5,1
360,12,16,9,1
1227,15,39,10,1
770,13,24,2,0
1339,9,36,153,0
673,15,12,3,1
198,9,15,12,0
321,20,26,61,0
320,13,9,3,0
1339,15,36,15,0
374,12,11,11,0
608,14,15,11,0
350,7,19,53,0
713,13,16,0,1
1146,12,20,15,1
434,10,25,39,0
220,11,14,7,1
212,10,19,9,0
776,13,31,54,0
311,11,14,21,0
300,17,11,4,1
994,14,34,5,1
1506,12,51,3,1
220,15,14,20,1
315,12,12,18,0
802,13,31,6,0
145,16,10,11,0
811,12,14,0,1
521,14,14,7,1
1086,13,54,35,0
319,9,8,8,1
433,8,18,3,0
525,14,23,2,0
653,21,22,2,1
376,6,13,7,0
483,16,22,1,0
173,15,11,16,0
352,3,14,0,1
951,12,28,5,1
432,9,17,8,0
919,21,24,37,0
670,5,17,2,1
437,10,37,79,0
531,13,33,9,0
400,16,23,73,0
300,18,17,6,0
481,11,14,23,0
255,17,12,11,0
797,17,45,7,1
829,12,23,15,0
751,15,20,1,0
706,19,20,46,0
559,10,13,28,0
623,15,17,14,1
89,6,8,6,0
891,18,28,4,1
1891,16,33,62,0
263,13,13,2,0
810,11,18,2,1
672,15,19,18,1
572,12,15,2,0
976,9,25,2,1
1706,13,43,11,1
739,12,16,13,0
321,23,26,15,0
797,10,27,5,0
1031,9,37,15,1
815,18,7,8,1
126,14,13,1,0
787,20,33,7,1
191,15,11,21,0
150,17,23,7,0
1326,13,31,11,1
499,12,31,5,0
496,12,22,3,1
574,19,19,2,1
148,10,8,0,1
1339,9,36,15,1
1049,14,25,47,0
1215,14,36,8,0
733,18,22,21,1
1281,11,49,47,0
1040,23,17,14,0
655,18,25,14,1
267,15,17,43,0
875,12,25,25,0
400,16,23,42,0
1396,14,26,1,1
378,13,17,7,0
637,32,36,28,0
1037,20,48,5,1
302,10,9,2,0
1142,24,36,21,1
733,20,22,101,0
231,11,21,0,1
511,15,16,12,1
1435,14,38,4,1
172,13,13,11,1
746,13,25,16,0
343,17,16,22,0
206,13,7,6,0
885,14,9,85,0
181,9,10,4,0
1454,10,40,6,0
174,13,8,16,0
1123,16,15,2,1
536,9,21,24,0
570,16,16,2,1
1394,16,30,32,0
972,11,20,2,1
505,17,14,8,1
1371,17,56,52,0
783,8,31,2,1
320,16,17,3,0
321,15,26,43,0
849,23,10,3,1
1046,20,19,31,0
901,17,16,6,1
866,16,34,166,0
948,9,29,7,1
823,16,37,2,1
1281,13,49,19,0
395,11,20,13,0
381,14,17,10,1
668,13,13,7,1
770,9,27,6,1
594,15,22,12,0
996,10,44,48,0
1266,12,30,35,0
1291,28,44,0,0
376,17,7,3,1
413,14,8,1,1
896,13,22,6,1
315,10,12,45,0
481,13,14,24,1
298,26,16,2,0
1026,14,15,6,1
670,14,17,2,1
300,7,22,0,0
539,11,14,14,0
896,13,15,15,1
339,15,11,17,0
897,11,28,13,0
526,18,22,3,0
1276,13,14,1,1
554,17,35,3,1
941,17,29,4,1
580,17,22,7,1
200,8,15,8,1
378,11,17,5,1
663,10,25,7,0
1039,11,31,1,0
550,16,18,39,0
141,12,9,19,0
1183,15,34,0,1
1775,19,57,32,0
460,12,13,6,0
505,18,14,2,1
1649,9,36,16,0
256,11,14,13,0
510,10,21,0,1
536,15,19,11,1
564,9,14,10,1
580,17,22,18,0
1177,15,41,37,0
782,16,18,2,0
631,19,22,6,1
1476,14,26,20,0
127,17,10,1,0
906,7,29,14,0
849,11,43,3,0
1326,16,31,21,0
133,9,5,6,0
880,19,15,16,0
1001,12,26,4,1
508,13,14,7,0
276,13,41,13,0
1276,22,37,22,0
350,11,15,6,1
460,14,11,5,0
346,9,9,16,0
271,10,12,1,1
1266,12,30,30,0
1123,9,92,3,0
170,15,13,15,0
357,12,42,69,0
821,15,25,15,1
460,15,11,5,1
1106,8,56,10,0
255,6,21,11,0
828,15,30,14,1
659,14,23,88,0
422,12,13,2,1
311,6,31,2,1
703,15,26,1,0
263,17,13,2,0
700,24,19,15,1
1732,16,34,2,1
327,12,15,13,1
735,8,29,11,1
690,10,31,6,0
277,13,17,2,1
1064,18,29,3,1
343,17,16,8,1
889,16,8,17,0
1075,16,21,1,0
283,11,17,17,0
304,11,27,4,1
1133,24,29,21,0
213,13,8,38,0
892,23,16,12,0
504,14,20,1,0
778,21,22,8,1
823,12,24,2,0
680,17,15,16,1
1320,13,45,64,0
293,12,18,1,1
706,16,20,22,0
1021,8,20,20,0
966,10,20,4,1
602,16,9,0,1
938,12,39,66,0
1142,21,36,3,0
382,10,21,12,1
305,16,20,40,0
413,16,22,12,0
241,20,8,2,1
967,17,23,3,1
1258,11,32,7,0
1261,19,20,28,0
165,13,44,2,1
758,10,24,87,0
681,12,24,7,1
170,13,13,5,1
615,13,11,0,0
364,9,20,5,1
1215,11,36,7,1
1058,11,33,33,0
343,14,13,25,0
150,9,12,11,1
821,22,15,130,0
1177,16,41,1,1
1940,14,75,4,0
460,11,11,2,1
554,13,17,6,1
842,13,11,152,0
670,15,17,3,1
379,14,16,8,1
1243,19,41,8,0
1106,8,56,19,0
1015,16,33,20,0
391,11,21,5,1
231,8,20,16,0
418,11,9,5,1
637,19,25,23,0
1435,16,38,0,0
207,16,13,4,0
1326,13,31,11,0
631,10,22,0,1
668,14,22,13,1
1197,20,44,211,0
641,7,16,34,0
719,12,29,138,0
933,19,32,10,1
370,14,16,30,0
1940,11,75,279,0
1779,10,31,7,0
1021,13,20,24,0
1069,15,38,29,0
293,12,18,23,0
1320,13,45,0,1
1446,11,46,2,1
1016,12,24,1,0
1186,8,25,18,0
1004,10,14,147,0
675,17,32,22,0
521,11,13,1,1
498,9,30,4,0
606,21,13,12,0
504,18,14,8,1
805,9,54,115,0
1037,20,48,59,0
1123,19,92,1,1
1125,14,45,11,0
1123,10,92,10,0
231,18,11,9,0
472,10,10,4,1
557,16,21,8,1
151,14,13,4,1
914,23,24,32,0
797,10,27,0,1
176,9,10,5,1
1940,12,75,27,0
165,12,14,2,0
360,7,16,0,1
445,22,9,40,0
1205,12,48,14,0
847,15,18,15,0
884,9,31,179,0
880,19,15,19,0
583,13,19,0,1
792,16,18,7,0
682,16,13,11,0
631,19,22,17,0
797,9,47,3,1
1010,23,14,38,0
1129,12,41,27,0
559,11,13,13,1
226,16,14,19,0
1403,12,52,3,0
419,15,14,66,0
928,12,23,6,0
1063,13,17,3,1
1351,12,43,2,1
220,10,10,0,0
942,17,17,38,0
1069,17,38,59,0
1004,10,14,1,1
213,12,17,7,0
1177,22,38,85,0
636,15,11,3,0
875,13,25,90,0
1013,27,35,29,0
1352,10,23,0,1
1587,14,21,2,0
335,10,25,9,1
276,13,21,6,0
164,6,6,0,1
1080,22,15,2,0
915,18,13,17,0
485,12,24,87,0
280,15,15,0,0
1005,13,28,71,0
1080,22,15,3,1
758,9,20,39,0
352,3,14,6,1
1341,12,42,6,1
1067,15,32,2,1
479,13,17,15,1
350,11,19,4,1
605,15,12,61,0
914,23,24,5,1
696,18,14,6,1
812,18,30,53,0
1650,14,38,282,0
1189,15,49,6,1
770,9,24,95,0
1169,8,17,13,0
1121,17,26,154,0
364,7,20,7,0
1169,9,17,17,0
689,10,11,6,1
1038,12,29,11,0
1501,13,30,4,1
1443,12,40,5,1
773,11,33,13,0
649,10,27,11,0
842,11,18,8,0
1779,10,31,8,1
414,12,22,3,1
380,17,17,7,0
272,11,13,19,1
229,19,10,7,1
1006,9,27,6,1
1107,20,22,19,1
1538,7,13,0,1
540,23,19,1,1
749,13,35,9,0
708,7,59,1,1
432,10,25,3,1
577,18,15,10,0
439,9,26,11,0
194,9,11,8,1
967,17,23,10,1
282,14,8,10,1
689,10,23,24,0
884,11,31,19,0
602,16,9,0,1
915,18,13,7,0
543,16,37,6,0
692,12,9,1,0
897,12,47,38,0
403,10,14,46,0
326,13,6,1,1
400,14,25,6,1
381,17,17,0,1
191,14,8,37,0
228,12,15,3,1
558,18,24,50,0
143,17,9,7,0
603,14,23,120,0
280,7,15,6,1
349,15,20,5,1
322,12,15,6,1
614,13,21,70,0
1171,11,35,94,0
951,15,28,37,0
638,8,35,8,0
1007,16,16,0,1
599,8,18,1,1
1989,19,53,16,0
1487,9,12,0,1
959,23,29,136,0
537,13,18,3,0
202,11,9,0,1
1058,9,33,0,1
799,18,28,60,0
746,17,14,10,1
168,12,5,6,1
1129,17,39,74,0
214,5,17,9,1
312,17,7,0,1
207,12,13,27,0
349,15,20,7,1
445,11,23,9,1
523,14,18,0,1
375,19,12,9,1
744,16,37,6,0
564,9,14,94,0
155,10,16,9,0
572,12,15,5,1
272,16,9,15,1
967,19,36,39,0
1082,16,21,5,1
486,18,21,5,1
810,10,18,13,0
823,21,14,27,0
1544,13,49,86,0
472,13,10,3,1
513,12,26,21,0
956,10,32,13,1
457,12,12,13,1
625,17,18,6,1
1904,13,44,30,0
788,7,31,8,1
1095,28,40,148,0
966,12,13,8,1
1779,11,31,7,1
471,13,12,6,1
562,10,15,122,0
165,8,14,8,0
614,18,21,21,0
200,8,15,3,1
372,10,19,4,0
615,13,11,27,0
1204,13,18,8,0
674,11,19,0,0
560,6,16,22,0
410,13,23,0,1
1095,13,41,77,0
208,14,16,7,0
869,13,45,26,0
433,13,13,4,1
404,16,9,0,0
682,16,13,21,0
312,10,12,20,0
979,12,28,1,1
1281,11,49,66,0
660,10,7,50,0
1036,9,15,4,1
477,20,11,4,1
439,9,26,3,1
588,16,15,36,0
1435,13,38,3,0
1142,28,36,32,0
707,25,11,42,0
819,13,26,3,0
1109,15,18,17,0
773,16,26,4,0
935,24,17,10,0
346,9,9,11,1
746,13,14,7,1
881,9,19,26,0
1454,16,40,0,1
682,13,17,5,0
1670,9,34,11,1
210,11,7,8,1
750,15,10,2,0
730,16,21,7,1
353,9,14,2,0
1189,10,49,4,1
915,16,13,17,0
226,18,14,4,1
1587,13,21,1,1
208,14,16,36,0
370,12,16,10,0
1446,15,46,2,1
798,21,16,4,0
292,12,26,32,0
681,12,24,10,1
481,11,16,4,0
847,17,18,2,1
709,11,23,5,1
742,13,17,26,0
928,12,23,37,0
901,19,16,5,0
1589,17,34,6,1
791,8,22,6,1
256,7,14,20,0
1303,10,32,5,1
1706,13,43,6,0
472,16,18,1,1
787,16,33,7,1
453,15,24,16,1
574,21,19,2,1
392,12,13,6,0
1276,16,37,1,1
1281,11,49,50,0
352,13,18,19,0
343,14,13,23,1
763,18,23,27,0
1095,28,40,128,0
313,8,12,9,1
866,13,34,41,0
276,14,14,2,0
650,10,21,15,0
657,12,15,0,1
335,18,30,8,1
1316,19,18,204,0
598,19,20,21,0
1082,15,21,1,1
228,12,15,1,1
708,9,30,52,0
689,13,23,5,1
1650,14,53,3,1
1036,12,15,25,0
341,14,14,63,0
194,9,11,6,1
294,15,18,27,0
208,19,16,13,0
382,10,22,4,1
1435,13,38,2,0
468,37,28,19,0
594,17,22,27,0
1283,17,18,2,1
823,12,37,27,0
526,13,26,8,1
953,9,11,3,1
1145,13,35,2,1
1006,30,38,7,1
197,12,20,6,1
1016,13,28,2,1
470,13,16,23,0
237,11,13,7,1
494,17,12,14,0
938,10,39,165,0
1650,12,38,157,0
856,14,42,11,1
953,15,11,3,1
1695,14,21,65,0
1083,18,54,4,1
1177,23,38,85,0
612,11,14,0,1
1479,19,30,5,1
956,7,32,8,1
428,13,23,11,0
751,18,20,1,1
677,14,15,2,1
228,12,15,36,0
478,23,19,13,0
1775,19,57,9,1
292,7,26,3,1
298,15,17,4,1
539,11,14,16,1
332,9,15,7,1
942,17,17,1,0
732,11,17,29,0
1392,18,19,0,1
304,14,27,43,0
775,13,31,20,0
1606,16,53,291,0
472,17,18,1,1
1989,19,53,4,1
444,13,31,11,0
698,13,23,6,1
856,14,42,5,1
280,16,7,14,1
804,12,21,8,0
392,15,11,2,1
958,12,34,14,0
557,16,21,2,1
1217,13,30,5,1
235,17,8,0,1
1129,17,39,27,0
897,17,47,20,0
1752,11,41,24,0
923,14,31,2,1
505,18,14,55,0
1070,23,36,0,1
360,12,16,8,0
722,13,10,7,0
959,20,29,19,0
1069,19,38,1,0
810,29,12,16,0
806,11,49,5,1
421,12,12,7,1
365,16,11,2,1
672,20,19,18,0
194,13,11,13,0
1146,12,20,5,0
249,9,13,23,0
623,18,17,0,1
1083,18,54,4,1
692,17,9,2,1
1197,20,44,210,0
400,11,25,6,1
819,13,26,8,0
485,5,24,2,1
909,13,26,14,1
298,26,16,3,1
1095,16,41,7,1
305,17,20,2,1
1219,19,52,63,0
392,16,13,10,0
413,14,8,4,1
381,14,17,2,1
404,13,14,0,1
1540,12,396,1,0
263,17,13,21,0
393,11,23,1,1
231,8,20,18,0
637,32,36,8,1
655,18,25,26,0
206,9,7,3,0
368,12,15,5,1
1113,19,20,15,0
932,7,54,9,0
444,11,13,1,1
350,11,19,11,1
1020,9,23,14,0
607,11,21,2,1
336,8,10,9,1
1088,10,38,1,0
935,13,21,5,1
539,13,14,23,1
1062,8,27,13,1
709,10,19,47,0
441,10,30,18,0
808,17,30,29,0
1557,20,51,43,0
288,16,18,1,1
753,17,43,29,0
311,10,12,12,0
470,14,16,22,1
760,15,26,6,0
1536,14,41,1,0
904,10,28,3,1
1281,12,49,106,0
477,9,11,11,1
174,18,8,11,0
787,16,33,3,1
538,18,37,6,1
431,11,6,8,1
927,14,36,21,0
761,24,9,2,0
103,14,7,2,1
329,12,25,1,1
434,10,25,10,0
926,12,25,23,0
572,12,15,18,0
1911,10,31,5,1
604,16,19,11,1
560,6,16,44,0
211,9,8,3,1
966,12,13,3,1
1133,24,29,0,0
1614,19,32,1,0
662,12,42,8,0
951,15,28,2,1
606,19,23,1,1
974,9,28,33,0
797,10,27,4,1
953,9,11,44,0
1477,16,59,2,0
819,13,26,0,0
481,17,9,12,0
1479,12,30,15,0
302,14,4,3,1
1227,12,39,4,1
519,13,12,6,1
336,18,10,0,1
376,12,13,46,0
343,11,25,0,0
666,11,29,1,1
1021,8,20,7,1
1177,16,41,68,0
404,16,9,2,1
320,10,17,0,1
1095,27,40,14,0
959,20,29,13,0
379,12,16,8,1
504,13,20,1,1
699,11,25,13,0
1339,15,36,11,0
994,14,34,12,0
1547,12,25,9,1
666,6,24,2,1
539,10,12,30,0
1276,12,49,27,0
956,10,32,12,1
406,5,20,50,0
625,17,18,13,1
1086,13,54,34,1
362,15,17,10,1
311,5,12,30,0
731,15,30,2,1
1127,20,33,14,0
441,8,20,14,0
1076,12,21,27,0
444,12,31,0,0
657,11,13,0,1
956,12,32,37,0
1606,17,53,52,0
512,13,18,13,0
585,13,34,10,1
969,18,21,2,0
957,14,24,5,1
550,11,19,29,0
255,17,12,10,1
1124,15,19,2,1
1501,13,30,51,0
1291,28,44,77,0
225,10,8,8,1
649,15,27,1,0
1006,15,27,23,0
1085,12,18,35,0
170,15,13,2,0
950,12,26,3,0
481,13,14,23,0
722,19,10,2,1
341,20,14,48,0
659,14,23,72,0
606,18,23,16,0
391,11,21,0,1
710,15,17,7,1
1164,17,42,49,0
1681,18,33,10,1
558,20,17,5,1
972,11,20,3,0
719,16,29,29,0
365,13,11,0,0
300,11,17,8,0
536,9,21,3,1
773,12,26,5,1
229,8,10,7,1
906,14,22,12,0
513,14,26,17,0
670,12,17,39,0
710,16,17,7,1
1187,18,22,0,1
578,12,16,13,0
708,14,30,24,0
1775,18,57,10,0
293,18,18,1,0
599,14,18,8,0
154,10,14,17,0
1320,13,45,10,0
797,10,27,6,0
1540,21,396,331,0
298,11,16,18,0
554,15,35,3,1
400,15,18,1,1
208,14,16,35,0
897,18,47,42,0
621,13,26,8,1
486,18,23,16,0
580,14,15,12,1
614,18,21,4,1
982,9,33,0,1
263,17,13,5,1
419,13,14,11,1
1706,11,43,65,0
505,11,29,1,0
365,17,11,8,0
1635,9,36,5,1
316,15,13,0,1
299,18,11,21,0
1373,10,22,4,1
932,13,14,192,0
395,11,20,4,1
247,10,10,30,0
357,11,18,4,1
219,17,10,47,0
505,9,45,76,0
761,19,23,29,0
1086,12,16,44,0
658,13,10,6,1
606,18,23,7,0
350,16,15,35,0
235,5,8,7,1
746,10,14,21,0
559,11,13,8,1
487,13,28,10,0
577,13,15,4,1
394,11,25,5,1
728,10,44,123,0
153,10,11,8,1
423,12,24,7,0
1940,12,75,30,0
305,19,11,18,0
1183,16,17,1,1
343,11,25,25,0
1129,12,41,10,0
1501,10,30,4,1
305,19,11,39,0
591,19,15,8,0
1717,13,52,103,0
1403,14,52,93,0
494,12,12,12,0
745,5,39,21,0
501,15,15,16,0
467,11,27,5,1
951,23,28,37,0
441,17,20,11,0
1878,15,43,3,1
750,9,31,45,0
638,12,39,5,1
1341,16,42,35,0
1186,15,75,12,0
612,11,14,120,0
425,18,13,8,0
455,17,13,14,0
298,26,16,5,0
1316,19,18,2,1
308,13,14,8,1
670,14,17,19,0
896,12,23,37,0
377,14,18,47,0
631,19,22,51,0
1625,18,26,19,0
782,14,18,2,0
393,7,23,22,0
730,14,21,30,0
1007,19,35,4,1
374,17,11,15,0
1446,12,46,18,0
336,6,13,10,0
518,16,17,4,1
1000,18,24,119,0
344,10,13,4,1
1127,20,33,27,0
1280,18,41,5,0
823,21,14,3,0
197,12,20,6,1
1536,8,41,1,1
300,11,17,2,1
881,14,36,5,1
754,13,10,17,0
1574,16,40,41,1
438,14,10,2,0
1396,16,26,5,1
300,12,22,3,0
1020,13,23,2,0
133,9,5,12,1
670,7,17,1,0
701,8,16,22,1
502,14,17,1,0
510,16,21,43,0
729,12,25,53,0
332,12,17,30,0
1204,15,18,5,1
333,14,9,13,0
927,14,36,35,0
982,11,33,0,1
877,14,13,0,1
588,6,15,20,0
571,8,9,4,1
432,16,17,15,0
1087,10,46,12,0
1064,21,29,57,0
841,16,25,4,1
512,8,18,5,0
210,12,16,4,1
818,18,21,1,1
1046,13,21,0,1
1354,8,44,1,1
614,18,21,10,0
1186,17,25,13,0
761,19,23,17,0
622,15,22,27,0
332,13,15,35,0
419,13,14,12,1
1016,16,24,1,1
474,26,15,28,0
405,13,16,0,1
568,16,16,23,0
204,9,10,17,0
195,8,14,5,1
1624,16,50,114,0
811,16,19,4,1
559,11,13,10,0
926,12,25,4,1
323,17,19,24,0
847,17,18,5,0
566,20,17,21,1
208,19,16,5,0
501,12,11,17,0
770,9,27,8,1
754,17,22,0,0
433,18,33,14,0
571,9,12,2,1
708,14,30,52,0
518,13,12,12,0
255,13,21,0,1
881,18,36,5,1
542,14,8,15,0
295,19,10,12,0
1170,17,11,4,1
1145,15,36,4,1
1281,11,49,61,0
379,15,22,11,0
337,7,13,3,1
145,11,10,6,0
914,14,26,24,0
539,13,14,22,0
979,13,28,1,1
797,10,27,21,0
739,13,16,1,1
1087,10,46,5,0
1113,19,20,12,0
538,11,37,26,0
1173,17,17,10,1
730,16,21,30,0
638,8,35,7,0
159,8,13,2,1
776,16,31,126,0
293,18,18,14,0
1015,16,33,6,0
237,11,17,12,1
261,13,14,1,1
568,14,14,1,1
1527,14,54,11,1
788,12,31,10,1
537,15,12,5,1
876,25,28,26,0
802,22,31,0,1
748,13,10,44,0
428,20,23,6,1
502,11,17,42,0
395,11,20,0,1
1544,13,49,218,0
1095,13,21,2,1
1049,17,25,23,1
1587,14,21,1,0
807,21,12,95,0
879,13,13,4,1
753,17,43,51,0
953,21,33,1,1
638,8,39,5,0
787,14,28,31,0
305,16,20,50,0
909,7,26,6,1
761,19,23,16,1
1435,16,38,11,0
212,13,19,9,0
1026,9,28,4,0
1977,15,44,13,0
1299,16,18,1,1
893,15,20,68,0
541,14,30,4,1
598,15,20,18,1
445,19,9,6,1
640,12,33,0,1
1718,8,81,17,1
905,12,35,12,0
1606,15,53,49,0
1940,11,75,117,0
1164,19,42,49,0
668,17,22,31,0
892,21,16,13,1
1190,14,23,0,1
272,11,13,6,1
481,13,14,22,0
225,10,8,1,0
374,9,34,40,0
892,23,16,22,0
667,15,15,17,0
770,9,27,4,1
787,19,28,31,0
1000,12,24,28,0
841,16,25,3,1
207,9,13,6,1
858,26,25,104,0
1394,16,30,32,0
869,13,45,29,0
1037,19,18,18,0
1036,17,15,0,1
866,13,34,4,1
585,16,34,62,0
1036,9,15,0,1
550,16,18,17,1
155,10,16,10,0
505,11,29,0,1
277,12,17,2,1
126,11,13,13,0
1070,8,14,19,0
1607,12,32,16,0
659,16,23,2,0
916,13,41,39,0
477,20,11,4,1
583,11,19,59,0
321,15,26,52,0
226,16,14,21,0
889,16,8,17,0
439,9,26,26,0
523,20,27,86,0
541,14,30,5,1
457,12,12,2,1
523,16,27,18,0
468,9,27,18,0
903,19,37,15,1
902,23,23,4,1
382,9,21,13,0
316,16,13,32,1
293,18,18,11,0
881,9,19,28,0
496,12,22,5,0
335,15,30,3,1
854,15,35,11,1
328,13,14,1,1
542,17,8,15,0
1067,17,32,105,0
343,11,25,28,0
577,18,15,1,1
854,15,35,34,0
856,14,42,45,0
923,15,31,2,1
969,14,21,10,0
292,11,9,36,0
635,13,16,17,0
405,12,23,42,0
1258,13,32,1,0
191,9,11,7,1
847,19,18,15,0
293,18,18,11,0
1129,15,39,25,0
482,9,16,0,0
288,12,16,23,0
505,11,29,28,0
432,10,25,13,0
415,15,11,5,1
637,19,25,29,0
742,13,17,70,0
1124,9,29,0,0
202,11,9,3,0
681,15,14,10,1
708,12,33,17,0
823,10,52,4,0
689,13,23,36,0
198,17,15,27,0
523,20,27,3,1
300,17,11,12,1
326,15,13,6,1
583,5,19,39,0
957,13,24,72,0
150,16,11,7,1
1614,16,32,6,0
1280,19,41,21,1
313,8,12,1,1
1177,16,41,1,1
1276,12,49,5,1
577,17,13,7,1
295,12,20,2,0
732,13,17,7,1
621,8,26,12,1
151,14,13,12,0
1001,10,26,37,0
905,18,35,1,1
1083,18,54,0,0
1120,13,25,15,1
537,18,12,5,1
680,9,15,20,0
405,15,23,46,0
881,14,36,4,0
1190,14,23,0,1
667,15,15,7,1
1635,7,80,28,0
322,7,18,0,1
1107,16,22,19,1
801,18,21,4,1
1070,14,14,0,1
227,37,13,26,1
1023,29,19,24,1
1031,11,37,2,1
1089,16,29,5,1
530,9,7,6,1
470,14,16,21,0
582,12,7,3,1
165,12,14,1,0
607,13,22,5,1
252,9,12,4,1
1326,13,31,15,0
413,6,52,2,0
1299,16,18,7,1
398,12,19,4,0
709,11,23,2,1
823,12,37,2,0
692,17,9,11,0
1095,9,41,100,0
283,7,22,37,0
615,14,14,45,0
359,14,21,32,0
1042,22,35,15,0
468,16,15,1,1
423,12,24,4,1
1047,13,29,22,1
1000,12,24,47,0
405,15,23,49,0
1260,12,28,3,1
323,17,19,0,1
489,17,17,2,1
1020,13,23,10,1
194,12,16,3,0
1649,9,36,20,1
571,13,12,2,1
977,20,15,65,0
537,18,12,2,1
680,9,15,16,0
472,14,18,29,0
1139,13,32,14,0
498,9,30,19,0
321,23,26,40,0
651,12,16,0,0
1706,14,38,6,1
233,8,10,28,0
1393,6,61,13,0
700,16,16,12,0
1044,12,33,168,0
1164,13,42,11,1
1016,15,24,1,1
951,23,28,2,0
587,10,23,36,0
1043,11,34,0,1
1135,9,22,1,1
437,10,37,6,1
165,12,9,3,0
635,12,16,11,1
809,11,32,5,1
1527,6,54,9,0
444,7,15,15,0
543,16,37,47,0
466,14,13,4,1
481,12,16,14,0
335,17,25,8,0
1904,12,44,55,0
458,12,9,2,0
402,13,25,5,0
380,18,17,11,0
412,9,15,8,1
1483,15,33,5,1
1080,22,15,2,1
298,8,17,1,1
1014,11,20,30,0
316,15,11,7,1
732,18,17,7,1
531,20,17,44,0
881,9,19,0,1
276,14,14,29,0
591,16,13,2,1
231,8,20,3,0
703,13,18,19,0
481,8,16,7,1
241,15,8,1,1
1234,10,48,46,1
468,37,28,24,1
518,13,12,5,1
772,12,21,2,1
944,22,17,4,0
441,8,20,6,1
799,18,28,71,0
1145,13,35,21,1
197,12,20,7,1
505,7,45,1,0
326,11,9,6,1
574,23,19,2,1
640,10,33,0,1
791,8,22,1,1
519,13,12,6,1
432,16,17,18,0
437,10,37,89,0
1940,12,75,31,0
1393,14,61,3,1
1089,11,29,11,1
200,17,15,4,1
1390,20,24,158,0
752,13,11,158,0
1732,21,34,2,1
521,10,13,14,0
588,6,15,45,0
571,9,12,8,1
377,10,13,0,0
181,11,10,5,1
617,13,15,0,0
636,8,22,7,1
1145,16,36,14,0
499,13,31,8,0
486,18,23,17,1
1016,15,24,5,1
1160,11,43,49,0
471,9,12,1,0
357,13,42,4,0
793,8,48,40,0
362,11,17,3,1
379,9,16,9,1
806,11,49,9,0
370,11,16,14,0
700,20,16,101,0
519,13,12,9,0
206,9,7,2,1
357,10,14,6,1
452,13,34,36,0
621,10,20,6,1
674,9,19,75,0
510,16,21,22,0
696,8,14,2,0
1090,6,36,9,0
948,12,29,41,0
202,6,12,33,0
311,5,12,9,0
481,11,16,6,1
1139,11,42,4,1
213,10,8,3,0
1476,8,26,0,0
610,13,16,95,0
896,16,28,10,0
361,12,15,4,1
126,11,13,2,1
938,10,39,143,0
708,10,30,52,0
676,13,14,12,1
326,13,6,1,1
744,16,37,1,1
281,19,9,8,1
1142,21,36,21,0
421,17,12,7,0
449,15,12,10,1
181,11,10,6,0
461,9,8,3,0
974,9,28,34,0
994,14,34,0,0
838,12,12,0,1
906,14,29,14,0
377,14,18,0,0
1354,8,44,4,0
1046,20,19,1,1
413,16,22,6,0
357,11,18,1,0
472,17,18,29,0
856,14,42,15,0
875,21,24,41,0
323,12,19,52,0
703,13,18,3,0
376,8,13,11,0
539,11,14,2,0
333,14,9,1,0
419,13,14,14,1
417,14,28,26,0
808,10,30,8,1
847,19,18,43,0
283,7,22,9,0
521,11,13,4,1
1000,12,24,89,0
928,11,13,2,0
938,10,39,5,1
582,12,7,4,1
155,9,16,0,1
489,10,9,89,0
298,11,16,19,0
499,13,31,24,0
501,13,15,10,1
1036,17,15,54,0
418,12,13,5,1
210,12,16,36,0
942,18,17,38,0
1001,12,26,39,0
708,13,33,19,0
357,12,42,50,0
382,16,7,6,1
1281,13,49,16,0
832,11,22,1,1
311,11,14,22,0
682,17,13,17,0
1171,10,34,0,1
231,16,11,3,0
553,13,40,11,0
770,9,24,97,0
1298,14,28,1,1
406,14,20,4,1
819,13,26,3,0
677,14,15,15,0
415,15,11,9,0
719,15,24,16,0
157,10,9,3,0
333,11,10,1,0
666,6,24,0,1
761,16,23,17,0
